"simulacao";"alunos";"aluguel";"custo";"pessoal";"despesas";"imposto";"fluxoCaixa";"fluxoAcumulado";"ano"
1;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
1;586633,990575057;172192,685752955;95388,7532464589;265009,806597903;31275,5283204782;30353,0670531205;336799,521110051;-366140,428889949;1
1;663748,172341588;174573,677735445;103720,902431609;289690,559843278;34263,6980168538;33532,8740030813;377113,815782211;10973,3868922621;2
1;741222,487804326;176458,098428129;114508,676440015;318980,253207077;37499,6160906736;36707,2234492982;409984,817045393;420958,203937655;3
1;840255,292851215;179093,590888825;123707,596807317;353115,465358475;41072,2827369333;40773,9553496016;460679,583487713;881637,787425367;4
2;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2;578235,807412429;172256,159886422;93178,6834846558;263085,142653161;31061,3075983549;30019,6786919541;333147,154870725;-369792,795129275;1
2;595235,477953595;176585,579259039;102639,462885141;286399,387734151;34556,889667538;30872,8422885053;317352,474637298;-52440,3204919767;2
2;650469,715230908;175022,418196628;113822,161344299;317554,29543935;38296,4915022026;33019,6853371015;322799,499804584;270359,179312607;3
2;715945,481348812;177930,858412747;125133,908231625;348338,127402138;41980,4336078518;35755,0535904623;342668,816929481;613027,996242089;4
3;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
3;584412,045907231;172308,476694925;92973,9904083872;270062,106199728;31581,860161529;30268,8209040863;331833,744928425;-371106,205071575;1
3;611474,264033234;170225,862527309;101837,521345508;299174,707045904;34713,7166756908;31268,0050624217;314706,176431019;-56400,0286405553;2
3;665039,137713221;170080,080645762;111977,615268964;333186,689624318;38106,7148429622;33404,7687343593;318443,429888379;262043,401247824;3
3;748497,637824396;162177,720590447;123830,013331237;366918,024441775;41999,6745650871;36427,0143365937;341500,631740151;603544,032987975;4
4;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4;602195,810322073;170777,064093961;93771,0625938017;262387,688424057;30934,4348670262;30918,9149766414;354960,773554507;-347979,176445492;1
4;655854,98543283;173073,382596738;103197,871479807;291046,37355652;34662,060465523;33157,1347211827;366864,927806536;18885,751361043;2
4;698662,027119624;161083,71254791;114555,559377685;318086,90781144;37889,7885494274;34389,8295867014;354823,65434228;373709,405703323;3
4;776050,822452439;159707,543751633;124612,715311758;350472,301225073;41626,1417608286;37430,3346481629;381616,87325825;755326,278961573;4
5;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
5;596007,015145619;175394,113062539;93739,0385459777;266391,472691271;31176,1961976983;30856,0451283263;349238,375644885;-353701,574355115;1
5;649619,907697045;181165,48623905;103520,877346013;292162,366009735;34651,9703345306;33231,4157574438;367218,764488373;13517,1901332578;2
5;720951,496809012;184146,004293689;114120,102267305;319544,097362633;38588,6602508043;36203,9000441081;396640,74117785;410157,931311108;3
5;765644,875118903;196229,663215402;127281,129307998;350745,340513929;42051,4442019222;38474,9815333722;403321,642777084;813479,574088192;4
6;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
6;584152,169110429;174726,23198992;93845,0380485457;264003,291648122;30968,5626043773;30355,1360440139;339706,372755289;-363233,577244711;1
6;630095,251345746;170611,929977311;101664,261108381;289399,810283656;34350,0189050241;32028,2872529223;343264,803773074;-19968,7734716367;2
6;669627,169782934;173723,708968476;110185,878718237;318178,995089203;37963,4372682751;33734,0351500564;343288,532525637;323319,759054001;3
6;729247,157572918;174274,462780393;120498,499044809;347293,313848685;41370,986504135;36140,8648141324;358217,956141549;681537,71519555;4
7;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
7;597859,015886458;168461,521299395;93636,5197483667;264223,471013871;31762,4488957763;30652,8214874341;346045,276040405;-356894,673959595;1
7;633994,513358327;169651,128701212;103073,171549501;288104,367130382;34916,0445909404;32145,8256823816;345406,233106334;-11488,4408532612;2
7;712189,193982217;171949,073867753;113422,988784872;315697,572018462;37690,7363345991;35365,5307139988;381961,439998039;370472,999144778;3
7;793336,1136451;164414,402644264;125604,558245635;353294,322835646;40915,5960038038;38310,0206515746;399626,018552705;770099,017697482;4
8;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
8;607528,306281891;172026,127319375;92711,7043765027;261193,278416985;30783,9930232955;31182,1773440507;363683,280440432;-339256,669559568;1
8;646454,348578198;164482,322748146;102620,654179071;292797,949650771;33466,1929536747;32437,4668530538;349614,407689774;10357,7381302061;2
8;713447,812569284;168277,138370884;113223,628056696;319125,238582055;36772,8360092189;35268,9980376067;377334,25025459;387691,988384797;3
8;764522,214418871;171119,286398377;124124,302190416;354155,531091404;40312,3756055922;37425,6600326899;379623,631897146;767315,620281942;4
9;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
9;613337,238160881;167932,495964425;92978,471839302;272643,295017637;31120,4289470244;31250,7893650123;353276,748956331;-349663,201043669;1
9;667891,639833921;171139,517990898;101826,507190394;301316,814227713;34347,2951853114;33561,2463129927;367979,294908408;18316,0938647388;2
9;717007,445807522;171474,744539469;111974,468414855;337861,879104969;37527,3958065405;35539,2876138796;365579,159406746;383895,253271485;3
9;750792,91695003;171669,137222301;123519,57442506;373122,913444046;41108,1228145481;36898,4821668933;347812,961321784;731708,214593269;4
10;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
10;578310,256171762;179960,710330465;93757,0029322836;262756,207381002;31171,7111542401;30330,838660089;340255,206374611;-362684,743625389;1
10;621154,211406354;185952,971642877;103212,150371042;291013,151246666;34133,244404255;32284,2873219692;346464,349705298;-16220,3939200908;2
10;674842,656533751;184141,682340108;113630,987101471;317508,841248175;37099,1497536549;34359,3735549543;356385,987215604;340165,593295513;3
10;769264,212643294;187460,148341735;123572,253812086;347319,219552836;40369,2616971359;38268,9744394012;407194,65148357;747360,244779083;4
11;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
11;632308,727586107;180216,778579514;93829,259579148;266147,862006549;31121,1439296625;32501,0202466249;388926,220403637;-314013,729596363;1
11;673859,373754459;175953,194689033;102654,260557676;297156,503135226;34216,4441520584;33992,5027377397;381792,857860792;67779,1282644297;2
11;730178,759265085;177239,522141339;114184,875613054;325338,636214768;37298,4879124451;36296,7312562569;394299,550409899;462078,678674329;3
11;825299,809216486;174893,77540882;124777,731195983;353850,42573138;40549,1571652917;40007,7433850122;441008,527147638;903087,205821967;4
12;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
12;586410,559599833;176604,576825155;95004,9534235389;266543,663759946;31135,5372551238;30520,6054569995;339810,37652938;-363129,57347062;1
12;634374,544194352;172871,528016134;103824,055985544;295556,009987384;33932,8807749647;32289,8428884194;341643,282574173;-21486,2908964474;2
12;722336,169273657;172403,117429573;114429,204495569;322928,847969343;37131,262223179;35789,5714681292;384460,400547011;362974,109650563;3
12;751583,211179121;171457,010213199;126351,563178057;356269,005048792;40554,1940831187;36921,6088556928;362943,850226659;725917,959877222;4
13;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
13;582857,461654257;170777,712926796;95335,186108813;262101,833950112;31187,9632809532;30145,4069832421;334864,784257932;-368075,165742068;1
13;662750,23206255;170260,385127411;103572,298053923;286569,64446373;34458,1646890131;33320,4246875984;375090,085295696;7014,91955362877;2
13;708302,323916679;167390,426545852;113573,324876525;315485,944830061;38454,7979428442;35027,7100185012;373150,972794599;380165,892348227;3
13;763084,583587636;172817,891205992;125647,025785117;346676,021415026;41710,8033692552;37436,0989917451;384432,525232484;764598,417580712;4
14;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
14;587285,492930821;170841,84086391;94096,2926004968;267970,454183662;31890,0216633151;30325,0933517892;333845,471995468;-369094,478004532;1
14;661534,489517558;170159,408188147;101853,094702815;293725,6844345;35107,4720324099;33267,7559082282;367739,890627751;-1354,58737678087;2
14;731227,406067406;175072,903872601;112735,3945043;318999,973744263;38916,507430272;36252,0123976003;399396,421863572;398041,834486791;3
14;779929,552301936;175991,000362262;124092,979518424;352265,822986527;42817,7608148241;38236,8221065679;398507,167237854;796549,001724645;4
15;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
15;568309,717962155;177221,031059962;94386,0466771816;264200,455371;31272,3637651765;29821,2299608847;325850,653247873;-377089,296752126;1
15;616059,759341488;178396,110003043;105373,38117302;290041,768809466;34452,1581599059;31778,2347737813;332810,326428358;-44278,9703237684;2
15;686938,36871865;184037,963817327;117117,521753057;317371,047285831;38587,2724932618;34839,0533014391;363061,437702388;318782,46737862;3
15;743268,019840209;194345,112184781;127247,130181188;349174,747842185;42928,3076840209;37504,5252809996;380758,421036597;699540,888415217;4
16;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
16;584072,124550682;169474,737794022;93253,4714457645;262305,978296175;31114,6634138997;30141,8744937882;336730,874695076;-366209,075304924;1
16;636600,87020945;159234,003914109;102776,497703246;291780,448704641;34860,1140528743;31833,3949649424;334584,418697855;-31624,6566070683;2
16;712378,832894122;162849,132185121;111279,474444584;319203,414603494;38223,4016618779;35009,1186031697;371512,555766117;339887,899159049;3
16;784404,405628424;162332,87763394;121006,804310633;356500,53236088;42394,1065822403;37869,4913304946;388966,348678116;728854,247837164;4
17;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
17;599841,807043571;179726,235558332;92911,2482889703;266431,063267146;31090,3105325807;31182,7217040761;357952,69880913;-344987,25119087;1
17;660133,326088603;179398,296529821;102790,464817524;296632,403375783;34201,6080975563;33581,264904737;372325,881422824;27338,6302319547;2
17;733095,723200733;173002,205286513;112327,770740808;330802,135723163;37750,8416628529;36243,9171394898;388973,263220932;416311,893452887;3
17;746609,107875344;165922,760667403;123335,014976007;366746,366055669;41487,4640425922;36501,2747417099;344461,74872677;760773,642179657;4
18;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
18;606243,837643105;178378,458273639;95484,815616955;264974,915948449;31224,0497000492;31384,8918366698;361553,622814621;-341386,327185379;1
18;622856,664307383;178909,995366561;104487,267205263;288891,526469929;34290,2806590584;32070,6663869578;342026,918952737;640,591767358128;2
18;691650,121023074;168214,316680222;114489,541475255;318117,634345896;37413,0253423244;34394,5775081318;355449,659031688;356090,250799046;3
18;753910,451022606;170290,568768967;125900,672675504;342084,940781119;42116,3881643372;36968,0407916629;377130,97737895;733221,228177997;4
19;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
19;592513,260861203;176777,312092835;94290,0582153567;267307,088988124;31471,0184520482;30771,6229181615;345450,784380348;-357489,165619652;1
19;636185,164650369;178782,856561569;102827,637499653;296328,41384224;34473,0268365517;32598,7208484775;348740,222185016;-8748,94343463622;2
19;733205,43844247;169927,479424751;112633,294129376;328407,090281952;38096,1876499944;36125,3167146888;387871,029091209;379122,085656573;3
19;778895,55241893;164846,066252877;124059,351287746;361200,812750871;41223,7775153831;37749,6647468723;379508,012370934;758630,098027507;4
20;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
20;596483,527269373;174379,521033137;94205,3735570628;262299,950143603;31374,0287087985;30834,5219321004;352149,173960947;-350790,776039053;1
20;668871,040787373;176766,269597069;102556,125552182;287387,247308158;34620,0182286393;33825,4924153777;387248,426880085;36457,6508410315;2
20;709397,02150466;165324,296784556;113718,591488585;313742,159163889;37883,4533812111;34988,8527315686;374388,261523963;410845,912364994;3
20;798154,661605039;161484,747801665;126052,204632721;341161,081396062;41537,485813347;38385,5763762682;412503,061188306;823348,9735533;4
21;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
21;594694,019859632;167311,025885572;93513,2287666721;264770,608015801;31429,282411604;30480,2018298082;341811,724721319;-361128,225278681;1
21;612822,436682156;165555,493668464;103571,891726622;289821,060528463;34643,6468727257;31135,1172140248;319206,214008784;-41922,0112698973;2
21;670897,692968072;166885,740414012;114605,672235762;318447,531038705;37964,698929434;33511,3373352834;333254,193842899;291332,182573002;3
21;671371,032382901;166420,424493499;126559,37012813;351997,24853253;41550,359068081;33511,658275056;284172,820872604;575505,003445606;4
22;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
22;625367,889615799;174879,893903583;94163,9799179335;267903,204317666;31034,7753525805;32009,9113407753;375135,912590427;-327804,037409573;1
22;666948,501339375;187457,880964083;103590,857595347;299069,906895107;33691,8155821574;34176,2552921383;383877,546938708;56073,5095291357;2
22;716492,43457845;189586,03725654;114260,755856976;325969,342159595;37067,4859396624;36243,1388733996;392537,749005357;448611,258534493;3
22;750652,916940327;193639,595231719;126926,303659697;351313,498618182;41232,2750340241;37771,7004868818;387048,734373261;835659,992907753;4
23;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
23;575368,466339879;175755,573306467;94620,2255883252;264358,785893917;31055,6066034826;30044,9615858538;331044,459974767;-371895,490025233;1
23;624251,558720443;178069,318276117;104918,031268021;285369,131350214;33652,9797558014;32092,8350798624;346287,899542661;-25607,5904825715;2
23;700979,610150601;183660,492834915;115866,530990345;315946,942893213;37326,9344207406;35385,6041194207;380114,090561798;354506,500079227;3
23;701100,40018537;189777,913997475;126891,245785509;348270,26400871;40949,4545040412;35635,1325673138;339132,217317271;693638,717396498;4
24;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
24;610345,323081361;171577,350862268;94499,3218745889;263899,420468222;30928,472234717;31276,9069577451;361318,552408356;-341621,397591644;1
24;681328,676605665;175391,000697916;105578,67018539;290461,303365533;34369,265620072;34268,7870921432;392041,651040442;50420,2534487981;2
24;776212,260228611;173909,917802858;114739,78301188;318812,210020551;37732,6277797721;38004,8871212588;440832,670098008;491252,923546806;3
24;841841,329064034;182843,522338629;125839,5445185;351882,615409257;41419,9793770285;40987,3940561065;464555,31804177;955808,241588576;4
25;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
25;596250,122623286;175023,633748261;95191,6686871696;265132,138590163;31441,2515201918;30850,9502548619;348657,74731916;-354282,20268084;1
25;657881,994081093;179826,842005889;104164,059796814;295958,737404695;34465,5991056264;33508,3534434793;369612,086336366;15329,8836555264;2
25;708424,748632911;187401,419775705;115928,436110314;322328,684961763;37611,2498652777;35833,0467363447;384124,750734918;399454,634390444;3
25;736235,824035797;188423,772438081;127712,377161594;355735,199541443;41580,0482693506;36986,3838589551;362645,587642535;762100,222032979;4
26;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
26;585948,407531125;168221,078038682;94933,9299773726;266648,330831211;30810,2250023973;30166,7794227923;331610,220336034;-371329,729663966;1
26;631151,735214442;163699,558780367;102461,477603796;293713,456738387;33866,8421967862;31794,0517597923;333015,465696048;-38314,2639679182;2
26;679800,230567174;164761,08105203;113611,812210955;323688,669949611;37044,7590623144;33782,4524647682;336433,617931555;298119,353963637;3
26;719198,747986248;164109,601932016;125325,209348665;352692,209439184;40680,9581921527;35332,3339967306;329277,638941532;627396,992905169;4
27;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
27;611922,871684286;172826,759449426;93458,7854049645;264175,672257716;31555,3601486785;31389,9852453484;364169,828077003;-338770,121922997;1
27;670974,235827991;179238,679579954;102934,663113289;291677,086477748;34534,6730735797;34008,5166163178;387057,976127012;48287,8542040149;2
27;736837,818353577;176516,042914083;111765,875108055;321218,121278726;38660,1337374795;36534,1544507064;405175,576692692;453463,430896707;3
27;813489,163061636;182686,620435649;123343,540858151;351385,137471505;42447,96052617;39847,0313398914;439152,113301568;892615,544198275;4
28;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
28;591388,496763131;170951,964355508;94658,0742640434;261957,231568728;31484,8506247658;30493,6184447456;343746,686216356;-359193,263783644;1
28;654031,07169828;164804,75895141;104729,212500733;294519,109184928;34457,897225095;32753,4332259876;352376,178512946;-6817,0852706976;2
28;722931,366228858;160937,441352851;116365,373072246;324706,801643072;38472,9022554955;35354,7523032684;368968,978307627;362151,893036929;3
28;749123,804465094;160689,768836656;127388,75193246;356536,949360236;42077,9752667501;36392,54293207;347417,353810233;709569,246847162;4
29;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
29;582108,903827046;176400,340176042;93126,0324338315;268413,055483153;30901,942140802;30340,3697601235;335727,844185178;-367212,105814822;1
29;630442,788353764;179220,924921234;102985,039019399;294444,433591166;34016,7040154794;32386,5485309999;345830,988117953;-21381,1176968683;2
29;699058,872988407;171390,049857993;112478,467974387;324832,283729885;37267,0742479422;34817,956913856;361053,13998033;339672,022283461;3
29;783714,986267929;174851,720254217;123807,486829329;352417,829575215;41003,5084630877;38342,6682608859;402995,213393629;742667,23567709;4
30;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
30;590673,936492148;172857,62414062;93045,6757022013;266040,635456941;30943,7595916824;30541,2624253107;342960,227456633;-359979,722543367;1
30;633919,148562531;174835,595020565;101621,215712301;294195,693042966;33630,757737164;32350,1897433238;346956,887347341;-13022,8351960258;2
30;631197,581283357;177274,383680602;112637,504074235;322774,317422296;37163,3749902515;32338,8785985583;303557,889878617;290535,054682592;3
30;659805,036342077;176598,177953276;121714,376641744;358864,297724389;41570,9181372364;33456,1285718141;280797,49322017;571332,547902761;4
31;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
31;613689,832345674;173247,749284806;94027,4737475165;261189,907799213;31463,2729015025;31477,5032652192;368779,423917028;-334160,526082972;1
31;658905,25621278;169834,37227448;102102,528940768;286525,949190527;34342,4577696419;33149,5851394904;372619,107446833;38458,581363861;2
31;703769,511808176;163630,662386383;114035,853375071;315132,692716603;38145,8661058152;34696,0069677823;365389,755029287;403848,336393148;3
31;705141,165548568;161405,950552959;124669,146716964;342792,121789291;42550,4201735473;34661,8846440611;321873,542777664;725721,879170812;4
32;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
32;572484,296853864;175046,170617564;94779,7219856609;265269,065255034;30990,2488971504;29901,2186988571;326590,212634725;-376349,737365275;1
32;634447,119954734;175941,994331941;103249,713825235;288113,907046682;34735,9527135951;32415,564571467;351873,976129696;-24475,7612355782;2
32;672288,658556384;166147,805009457;114125,273973748;317819,114262928;37739,2807302776;33537,4585426336;335215,336056254;310739,574820675;3
32;686884,924413279;165568,102771167;126838,140510683;351622,749463451;41327,1777649763;34098,1210873779;298566,838357959;609306,413178634;4
33;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
33;582103,198783761;174800,007948589;94190,5186561566;266356,16517473;31126,4096567358;30276,128269294;334953,984975434;-367985,965024566;1
33;644376,960822721;170443,232101125;103298,228754339;294964,986848656;34547,193240796;32592,8077169538;349416,976363101;-18568,9886614652;2
33;658453,284646647;170991,328483787;114256,909565923;320182,061788037;38167,9552196293;33177,7845252173;323659,902031627;305090,913370161;3
33;694770,1253603;176224,961021974;126297,853450963;354662,635461186;42030,8268411359;34839,803455291;313163,967173698;618254,880543859;4
34;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
34;610207,658895457;180571,022421934;95737,2218204818;264771,683021248;30600,1057800974;31631,1472526956;368038,523442868;-334901,426557132;1
34;659601,393890822;181684,574349337;105162,220682947;292753,518669023;33969,3848843446;33651,4387296064;375749,405274239;40847,9787171062;2
34;702119,647413598;180081,596819362;116096,82245283;320418,071172163;37397,3263415501;35288,0497693184;373000,974497099;413848,953214205;3
34;716968,615776949;174031,396916157;126165,022780993;349724,713705257;40877,7816188541;35640,0005077242;338592,494080277;752441,447294482;4
35;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
35;602239,935255084;178498,657205222;93434,0205857045;262440,021782352;30942,9836142867;31229,5436984123;362692,022779551;-340247,927220449;1
35;642928,673443809;177218,666174275;103229,285950397;287840,738974809;33394,1353818273;32805,8935847233;362877,285726327;22629,3585058773;2
35;692599,395794711;183530,416066775;114782,296026296;314353,855315039;36216,6823256195;35045,1924744595;375731,785720072;398361,14422595;3
35;799080,88380307;182636,135066327;126148,668846548;347111,332023175;39253,7990155675;39268,6807547759;429934,53822933;828295,682455279;4
36;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
36;583857,316230539;165377,080740403;93463,3394699834;265126,194268561;30851,2492527939;29969,3758788377;329824,238100766;-373115,711899233;1
36;640899,87264292;166812,606864867;101964,563858047;292238,860401832;34167,1665621274;32308,4991803115;347033,389505468;-26082,3223937651;2
36;712573,536834677;165747,433578036;112065,54389533;321209,334042137;38076,3898574609;35132,8388165085;371836,863801276;345754,541407511;3
36;793630,313505665;169896,431130912;122950,088254688;354529,153771406;42037,58724198;38541,0697854631;405468,84558304;751223,38699055;4
37;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
37;578668,677792299;164399,878402656;94604,7725250126;261158,023686502;31239,2901493457;29722,7422477982;326343,727586297;-376596,222413703;1
37;629306,489292685;167180,870314701;104244,456038617;285359,919538116;34671,3528571871;31859,4943842954;340352,13678917;-36244,0856245334;2
37;712475,013796624;171600,357520072;112642,753333104;317889,740968468;38119,0527880061;35363,0148526679;380060,80937445;343816,723749917;3
37;780692,664152356;174802,591290017;123798,118811465;349439,461081265;42319,4510880577;38219,8102176949;401718,414243891;745535,137993808;4
38;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
38;607690,817783107;178541,047125248;96093,5047173415;266439,720083934;31297,7060089809;31449,2745963342;360951,659501765;-341988,290498235;1
38;616004,639922232;192958,490226286;105239,034114553;299410,928619963;34544,7314523748;32358,5252059407;337409,910755686;-4578,3797425488;2
38;693715,415337518;192323,404088194;116301,204408031;329992,635055663;37934,9097018364;35441,5527770285;366368,517483153;361790,137740604;3
38;746707,077002957;198167,156505603;127697,026597528;356267,696403756;41654,0902623608;37794,9693403424;381460,450904572;743250,588645176;4
39;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
39;604846,807872502;176596,617699745;94583,1719635757;260766,08210902;31343,5307620609;31257,7370228899;363492,903714702;-339447,046285298;1
39;670796,749110497;183359,802020989;103828,71365409;286003,303634333;34944,2247467913;34166,2620452594;395214,047051012;55767,0007657135;2
39;690895,267713567;180956,89027848;114686,562011951;309976,747583447;38536,3610101732;34874,0863196819;373778,401066794;429545,401832508;3
39;785089,110097288;180934,84618193;125835,868865132;342446,538226847;42282,4528519771;38640,9582511687;416818,138084094;846363,539916602;4
40;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
40;609375,897732168;178094,601955428;94058,2745165089;262007,00065873;30864,4515501855;31498,8199875038;369041,952974668;-333897,997025332;1
40;647285,220489271;182354,876841001;101622,247969385;283265,396753537;33749,1111479461;33185,6038932109;377817,737566194;43919,7405408613;2
40;706726,616812461;177357,080115024;112685,607071667;312536,258197508;37066,4329083189;35363,3478770994;386432,050872892;430351,791413753;3
40;780625,375317917;179423,459453905;123451,663186274;344512,201985425;41013,0863035579;38401,9533908729;412669,929905692;843021,721319444;4
41;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
41;601809,193835836;169967,228301309;94787,2173228096;267615,899684708;31317,2709902931;30871,0568854858;347184,977253849;-355754,972746151;1
41;652555,634665033;169581,614740203;106314,684990575;295116,953950473;34399,424719393;32885,4899762095;353420,695768586;-2334,27697756543;2
41;655663,408645219;161618,324463085;116863,575471082;325237,458046842;37934,6097243871;32691,2693243322;304554,820541661;302220,543564095;3
41;724275,43941366;160676,966850539;129969,344910693;354764,088498203;41269,652667083;35398,096250568;323551,223937652;625771,767501747;4
42;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
42;575568,068904334;177251,206430711;93985,0719467471;266741,642693875;31162,7862675071;30112,7710134018;330817,003413515;-372122,946586485;1
42;611393,28858857;175292,47828072;101642,395886261;290295,956004435;33829,6867195098;31467,4306747716;329450,297584313;-42672,6490021725;2
42;679642,918508511;172151,254118721;112609,061383823;323727,862494778;37147,7785743319;34071,7669050893;344237,70326921;301565,054267038;3
42;739802,440641682;163107,800033403;122948,071169907;356282,631874567;40973,6605723612;36116,4096270034;346589,467431246;648154,521698284;4
43;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
43;583341,20702454;187355,831056278;93664,0245404915;264994,723151105;31423,3458725194;30827,8815232327;349787,062993469;-353152,887006531;1
43;629553,171332077;183738,547977163;104009,502348158;295775,30532283;34556,3496205451;32531,6687723696;346418,893245337;-6733,99376119365;2
43;690536,740751693;183201,595046272;115467,662596498;321933,178214697;38813,9891558073;34949,5334319186;362573,972399043;355839,978637849;3
43;733276,864988141;175183,68885655;126609,232243454;354598,799321886;43325,5802308684;36338,4221537877;347588,519894696;703428,498532545;4
44;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
44;610994,944900563;174131,026025973;92867,8891380347;262754,943655738;31192,4408427241;31405,0388370614;366905,658452977;-336034,291547023;1
44;706671,121978315;164413,325941759;103205,064632005;287645,103945783;34831,3481529203;34843,377916803;410559,553272562;74525,2617255392;2
44;739053,605904328;165121,733152561;112390,77883516;319008,535104137;38831,3033677563;36167,0135622756;397777,708187561;472302,9699131;3
44;841428,516193497;169072,769240905;125701,518018201;354885,58726676;42663,2249574556;40420,0514173761;446830,903774609;919133,873687709;4
45;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
45;603808,04510905;168333,977710166;93897,6150886843;267779,685155685;31392,5308508802;30885,6809127686;348186,510811198;-354753,439188802;1
45;660397,369807524;163091,395891318;102719,753091373;292510,194094943;34655,8773139145;32939,5506279537;360663,390570657;5909,95138185489;2
45;693605,300374094;165841,319337116;111844,948218701;327109,851496614;38281,0870182996;34377,8647884484;347832,868189147;353742,819571002;3
45;734507,129772814;167040,580601122;122635,2419424;361034,898186278;42202,4226921162;36061,9084149574;339613,239138184;693356,058709186;4
46;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
46;579124,866688517;169273,822596545;94312,1418683894;268786,289692621;31546,8315165988;29935,9475714025;323817,478636051;-379122,471363949;1
46;614603,779376687;173468,036398502;103697,550201474;296474,808446674;34783,6504690755;31522,8726310075;321592,934026958;-57529,537336991;2
46;711258,516478198;167299,744722371;114171,956643084;320845,105036445;38467,1819817661;35142,3304480228;369931,687091251;312402,14975426;3
46;791558,361239073;174555,512439101;123391,176305149;354253,96626692;42926,8246987842;38644,554947127;406897,351460194;719299,501214454;4
47;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
47;589058,354017474;172286,456577269;94024,7316910438;265718,88057864;31427,7102209852;30453,7924237898;339719,695680285;-363220,254319715;1
47;659471,22435834;171792,920019123;103611,754765772;298901,848744677;34705,9657649775;33250,5657750985;360794,009326938;-2426,24499277683;2
47;715963,239630344;164875,284043082;113975,889443408;328130,485655574;38172,7287795631;35233,540946937;365325,878847944;362899,633855167;3
47;760880,962443222;161478,11626963;124551,970230008;360239,679512997;42512,2552225961;36894,3631485141;358160,810598738;721060,444453905;4
48;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
48;613277,235838099;171517,517428996;92614,4228861059;262806,597856787;31108,8129523735;31391,7901306838;366873,129441145;-336066,820558855;1
48;664246,179567974;168108,054780238;103734,340915697;288371,720598192;33842,0505330183;33294,1693739285;373111,952927376;37045,1323685211;2
