"simulacao";"alunos";"aluguel";"custo";"pessoal";"despesas";"imposto";"fluxoCaixa";"fluxoAcumulado";"ano"
2292;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2292;605435,789010883;167190,267323514;93704,6456408323;261106,662235374;30907,5060717196;30905,0422533759;356002,200133095;-346937,749866905;1
2292;659244,216790722;171829,902304479;102566,922862116;287596,602798588;34630,8141070133;33242,964763808;373036,814563675;26099,0646967709;2
2292;701794,677091388;162089,390847869;115914,089718371;313050,85836468;37713,6926348308;34555,3627175703;362650,064503806;388749,129200577;3
2292;780216,474703564;172841,071305572;127279,555245351;343563,826336101;41962,2540994898;38122,3018403655;402129,608487829;790878,737688406;4
2293;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2293;610536,360162019;173379,13802261;96593,8858033973;264483,717560544;31320,0813804549;31356,6199273852;360161,193512848;-342778,756487151;1
2293;668332,241141981;181092,958997562;104764,313992075;292668,649377352;34410,0924007945;33977,0080055817;383605,136363741;40826,3798765891;2
2293;702869,757113887;184767,057006963;114480,740312336;314913,413419418;38438,2810585161;35505,472564834;384298,906765745;425125,286642334;3
2293;747255,997344631;176513,006095517;125260,728894036;346590,89960472;42596,8907416202;36950,7601376059;372369,724062167;797495,010704501;4
2294;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2294;618346,070331657;169487,048946883;92643,2458961309;266668,480463943;31480,7691097387;31513,3247711416;365527,299037587;-337412,650962413;1
2294;683640,977910723;164404,564058634;100698,864721359;291003,350350932;34290,9177348492;33921,8216787743;388130,587483442;50717,9365210287;2
2294;760463,034930002;162127,385122224;109930,964410586;316939,645135563;37354,5344596001;36903,616802089;421461,659244388;472179,595765417;3
2294;803841,436397141;166086,666011987;122335,830868117;351974,580431932;40780,2983407124;38797,1240963651;416040,268672001;888219,864437418;4
2295;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2295;595222,679937361;159884,631837869;93789,052862565;263233,710726464;30945,4048425286;30204,2924710092;336934,850872663;-366005,099127337;1
2295;635102,986887031;151886,721961452;102832,69174852;286678,56671008;34170,5820146941;31479,5883539393;331828,280021249;-34176,8191060873;2
2295;668599,979705654;152411,870526542;112324,629378015;324850,879064979;37178,6062963951;32840,4740092878;313817,261483518;279640,442377431;3
2295;727576,609415447;143179,172742189;124410,734062536;357992,152845322;40888,7936182809;34830,2312863054;312633,870345191;592274,312722622;4
2296;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2296;600759,835742073;170371,463649062;93316,3680677364;265432,758226735;31326,5185464109;30845,2519756454;350210,402574608;-352729,547425392;1
2296;666686,50772037;171165,369856929;102534,226302411;291450,193402534;34752,7232276714;33514,0751030919;375600,65954159;22871,1121161982;2
2296;714727,231389371;166395,026222305;111981,190022952;320255,921026649;38557,5741745891;35244,890304467;375082,682083019;397953,794199217;3
2296;814903,381996978;171727,900434187;124134,741776476;350527,18546175;42012,4867701772;39465,2512972466;430491,617125515;828445,411324732;4
2297;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2297;556759,472318792;170988,412135762;92741,2255848772;268696,163944551;31543,7291960133;29109,9153781821;305656,85035093;-397283,09964907;1
2297;610559,879345232;169278,601649036;101506,574809956;295504,980798441;34340,9066026381;31193,5392397707;317292,479543463;-79990,6201056072;2
2297;646516,168272732;173516,628237653;112761,155526577;325961,039486105;36989,063758386;32801,3118604154;311520,225878902;231529,605773295;3
2297;722637,289002199;178357,157753776;123774,886343073;356580,094629833;40495,2122178362;36039,777870239;344104,475694994;575634,081468289;4
2298;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2298;597351,735580087;178134,296212974;94028,8977098665;263263,437126522;30979,7332009628;31019,4412717225;356194,522483987;-346745,427516013;1
2298;616706,632444403;180479,724052451;101802,880998547;292428,187541991;33872,6040427459;31887,4542598742;337195,229653695;-9550,19786231732;2
2298;684968,88449263;178592,433420662;109957,393330731;318881,116128149;37028,5820294044;34542,4527165317;363151,773708476;353601,575846158;3
2298;758395,869914266;179026,432071562;119887,683490883;350652,942573892;40711,769268215;37496,8920794331;388673,014573405;742274,590419563;4
2299;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2299;624228,797861718;172029,865448311;94593,5732853999;264760,12016101;31550,3291001117;31850,3465324012;373504,294231107;-329435,655768893;1
2299;685887,336980371;166928,295394969;103501,666461778;287842,694207236;34393,1068575822;34112,6252950136;392965,53955373;63529,8837848363;2
2299;717796,662523651;167134,710152321;114429,166139057;315550,4968978;38403,8203921255;35397,2549070389;381150,634339951;444680,518124787;3
2299;784134,068835001;172111,912141535;125266,881094706;346502,444924291;42341,3880675547;38249,8392390614;403885,427650923;848565,94577571;4
2300;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2300;590758,678373748;164876,646273462;95629,7931051941;269902,164265494;31115,3213985367;30225,4129858884;328762,632892097;-374177,317107903;1
2300;641216,253818639;164802,804859132;106683,14506236;291802,952868644;34185,3409030161;32240,7623471109;341106,85749664;-33070,4596112625;2
2300;665489,450279177;166867,278305853;119413,843061881;321062,401202244;37398,1721607917;33294,2691434012;321188,043016711;288117,583405449;3
2300;715964,99098247;171638,456011353;130318,265953;348198,57881338;40592,6136580777;35504,1378797529;332989,850689613;621107,434095061;4
2301;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2301;596090,56659521;169431,218849034;93082,8694247802;262250,645042676;31367,6102462497;30620,8714177698;348199,789312769;-354740,160687231;1
2301;629251,904132118;167510,663535021;104539,937166478;290882,779666184;34135,476079066;31870,5027066856;335333,872048726;-19406,2886385046;2
2301;722754,796359632;170210,461011351;114820,274056363;324051,335848275;37373,5168327265;35718,6102948393;381001,52033878;361595,231700275;3
2301;772368,173144645;170425,630321699;127359,37593794;357480,062012813;41862,6727955618;37711,7521386537;378379,940581376;739975,172281651;4
2302;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2302;589932,129692193;176926,860044376;94706,0682410829;265180,456044811;31141,9829327637;30674,3595894628;345156,122928449;-357783,827071551;1
2302;605036,590456583;178908,230536733;104597,915254162;293465,313752078;34551,2879780742;31357,7928397326;319972,511169269;-37811,3159022826;2
2302;631990,962433247;182103,235269589;115188,812261293;322118,190971243;37561,6969915744;32563,7679081135;306661,729570613;268850,41366833;3
2302;682300,189820122;178813,526592397;128938,747186728;352836,539143699;41986,0920863107;34444,5486565007;302907,78933928;571758,20300761;4
2303;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2303;589897,40698653;177173,155409857;94597,1014676842;264556,382638869;30885,5990262122;30682,8224958555;346348,656767766;-356591,293232234;1
2303;649197,104728863;169877,680914896;103258,541438155;288332,895463145;34298,4079041353;32762,9914257504;360421,949412574;3830,65618033987;2
2303;669732,822528738;177023,880597294;113675,613160816;313911,751797699;37991,3134773455;33870,2681250413;347307,75656513;351138,41274547;3
2303;731773,673892704;170033,627594667;124667,727685831;348377,249932351;41368,2450632543;36072,2920594949;351321,786746441;702460,199491911;4
2304;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2304;580020,410167976;164749,657835156;92693,9832690537;262578,365715254;31034,6319767654;29790,8027201253;328672,284321933;-374267,665678067;1
2304;599747,94557301;165267,454839861;102630,801972588;288257,343573574;34575,2185795737;30600,6160165149;308951,420270621;-65316,245407446;2
2304;667457,091508315;164147,828616036;113961,045409534;313568,953307387;37736,5067462436;33264,1968049741;333074,217856212;267757,972448766;3
2304;732859,429941389;164108,725017436;126168,323482611;342610,091694621;41476,8605840184;35878,726198353;350834,152999222;618592,125447988;4
2305;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2305;595202,817969346;172479,307450418;94849,2081208017;267528,323105724;31075,8453765832;30707,2850167906;343521,463799865;-359418,486200135;1
2305;645533,032776612;177356,938959225;105755,411350539;297737,87676234;34590,4964452102;32915,5988694335;351890,588308314;-7527,89789182151;2
2305;720897,535711296;182298,129656387;116771,746391095;328735,565860843;38173,1261906289;36127,8266147073;383387,400310409;375859,502418587;3
2305;725411,132524704;190778,91797493;130569,849765122;359636,761763181;42040,9554212865;36647,6020199854;347294,881530059;723154,383948646;4
2306;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2306;576236,440233267;167597,006011187;94740,1338617436;260147,096719783;31491,7561353316;29753,3378497782;327701,121677818;-375238,828322182;1
2306;638556,080297978;164113,327597859;107466,343986271;287991,068544814;34645,7351316223;32106,7763158335;340459,483917297;-34779,3444048848;2
2306;668168,025988565;164252,093536065;117502,013142763;316521,568818659;38035,2703384082;33296,8047809852;327064,462443814;292285,118038929;3
2306;670882,573393296;158753,974037375;127647,149824034;344627,394168611;41020,0534151039;33185,4618972269;283156,488125697;575441,606164626;4
2307;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2307;579947,860438736;168796,722983687;94849,8779637167;265476,79955783;31050,7129739778;29949,7833368969;327417,409590002;-375522,540409998;1
2307;636766,070037897;168405,564494629;104158,047926831;294039,284378723;33787,4721178773;32206,865381301;340979,964727793;-34542,5756822048;2
2307;681236,774362794;167456,947479944;113288,737310453;323329,540142278;37085,2733510546;33947,7488737095;341042,422165243;306499,846483038;3
2307;728187,530271297;173910,134727609;122921,121808602;359016,483872015;40902,8478761097;36083,9065999563;343173,304842224;649673,151325262;4
2308;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2308;588306,304700532;177534,835644286;95105,5883794801;266280,645123182;31359,4770874035;30633,6456137927;342461,784140959;-360478,165859041;1
2308;647869,821027224;179852,707480647;105150,103785445;293704,486827226;35179,0378277887;33108,9011403149;360579,998927098;101,833068056789;2
2308;695063,518675157;174194,576119067;116360,953265924;322989,234257575;38474,5591697383;34770,323791769;356663,024309218;356764,857377275;3
2308;761995,782443022;182568,130159208;127463,41579803;354229,699775107;42648,6034186746;37782,5565040892;382439,637106329;739204,494483603;4
2309;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2309;596477,801012483;170348,369055051;92935,4198618347;263951,625412235;31370,0280181474;30673,0468027014;347896,049972616;-355043,900027384;1
2309;637489,063496125;160063,354714787;102259,670859895;287878,067927613;34425,0528686976;31902,0967284365;341087,52982627;-13956,370201114;2
2309;683271,355589925;166901,906510011;112524,237797577;311184,015183762;37844,052996581;34006,9304839974;354614,025638019;340657,655436905;3
2309;728046,910975059;165444,780947897;122684,722827237;340929,409182395;41076,4865426088;35739,6676769182;353061,405693796;693719,061130701;4
2310;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2310;575708,633434293;168006,505733803;94863,630609127;264955,147997871;30688,0531092268;29748,6055667238;323459,701885148;-379480,248114852;1
2310;627386,531136818;173777,460411249;103919,960696722;290346,261584069;33943,1442779584;32046,5596619227;340908,065327394;-38572,1827874577;2
2310;687035,81570649;166973,144084356;113764,976838445;322639,477780833;36598,1836424726;34160,3583916339;346845,963137461;308273,780350004;3
2310;756485,250825888;166119,304220084;126858,222531475;358532,61796263;39659,0670619566;36904,1822018389;360650,465288072;668924,245638075;4
2311;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2311;607488,734479994;166631,305694028;94205,6565118832;267760,246107049;31081,8205347553;30964,8016069609;350107,515413374;-352832,434586626;1
2311;624791,277495384;165251,445304661;102893,287734435;295632,340749553;33393,6722330306;31601,7089120018;326521,713171025;-26310,7214156017;2
2311;675084,060158575;171864,040096342;113447,690232671;323792,21959084;36516,5506039145;33877,9240101967;339313,715817295;313002,994401693;3
2311;721466,821343767;166992,664191182;123082,018195298;360014,217361412;40356,209705907;35538,3794213979;329468,660850933;642471,655252626;4
2312;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2312;576149,61547379;175657,337247953;94618,5408661055;266563,942619985;31630,7667935288;30072,2781088698;328921,424333255;-374018,525666745;1
2312;633907,771825033;170502,331010129;103177,176485422;294735,949255091;35014,7275656759;32176,4041134065;339305,845415567;-34712,6802511784;2
2312;682932,975628662;169952,24547755;113654,602710706;325026,423659414;38878,8223261506;34115,4088442485;341209,963565693;306497,283314515;3
2312;727633,533186579;166959,7236553;125731,717439858;361050,12118565;42990,5848255658;35783,7302736751;329037,10311713;635534,386431644;4
2313;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2313;625862,06875014;165434,083253864;92583,5784270563;266207,901788496;31018,8120717089;31651,8460801602;369834,013636583;-333105,936363417;1
2313;688638,009946296;170807,904914233;102690,435167284;294015,065197531;34377,1631856151;34377,8365944212;393985,414715678;60879,4783522609;2
2313;731730,450099271;171882,781721522;114320,735359238;329094,089627572;38120,7154260352;36144,5292728317;385933,162135116;446812,640487377;3
2313;771825,20449059;175236,683857886;124642,255656467;359655,826551869;41370,7919033971;37882,475533939;383510,538702803;830323,17919018;4
2314;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2314;596355,806745735;175499,384365006;93273,0417301537;265152,228105381;31265,0263380348;30874,2076444296;351290,687292741;-351649,262707259;1
2314;671494,375947549;176775,811825692;102183,849467845;292888,383142633;33865,9228662405;33930,8075109297;385401,224785593;33751,962078334;2
2314;752499,3026225;171922,609867374;112243,515296364;325449,682075198;36794,101239575;36976,876499595;412957,737379142;446709,699457476;3
2314;814141,218441205;177416,870522948;123090,249824837;358445,964560554;41063,3678581912;39662,3235585661;429296,183162005;876005,882619481;4
2315;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2315;614309,526210051;171872,611462306;93570,0973259661;263840,723671282;31272,9576156438;31447,2855068943;366051,073552571;-336888,876447429;1
2315;641441,426975269;173081,147977436;102186,892605438;291401,275024649;34359,2531975715;32580,9029981082;353994,251126938;17105,3746795092;2
2315;707436,274454958;164663,547890189;112095,159430218;326455,120257807;37380,068860017;34883,9928938059;361285,4809033;378390,855582809;3
2315;756260,547874148;157974,704501299;122913,447982012;358082,165865469;41368,4253056015;36569,4100950179;355301,803127347;733692,658710156;4
2316;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2316;598530,725446737;170503,829273721;93027,8054455635;264144,360734669;31246,7890043545;30761,3821888183;349854,217347053;-353085,732652946;1
2316;634195,873012957;171653,417139962;102914,735514748;287703,491207107;34405,996957769;32233,9716061167;348591,094867178;-4494,63778576837;2
2316;667388,597909185;168252,547907812;112382,209446515;316962,81929961;37739,3870817439;33425,6458326798;335131,084156447;330636,446370679;3
2316;768706,730266049;168589,045031459;125091,701320947;350839,518404866;41776,3757184477;37491,8310119003;382096,348841346;712732,795212025;4
2317;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2317;594396,60217857;173483,421027147;94306,6884669225;262591,166262018;31036,2976294486;30715,2009282287;349230,669919099;-353709,280080901;1
2317;656060,955925494;169426,913193309;105158,03341188;291537,90894839;33827,7665983045;33019,5147647521;361944,645395476;8235,3653145748;2
2317;689369,208778869;174060,273524496;115892,262131696;318171,690358523;37179,0105269797;34537,1792921346;357649,339994032;365884,705308607;3
2317;740006,038342447;173510,211261118;127583,928292121;344845,183256383;40802,3943547444;36540,6499841426;363744,093716174;729628,799024781;4
2318;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2318;587340,073395296;175374,403486451;92759,9646898675;264389,002598618;31461,6668921297;30508,5790752699;343595,263625862;-359344,686374138;1
2318;628443,791480653;174888,356935244;102374,605571363;292607,163511349;33852,5293566369;32133,2859366359;342364,564039912;-16980,1223342259;2
2318;705381,995672058;187967,611954992;112233,837807119;317687,501377155;37833,0007410285;35733,984305082;389861,283396666;372881,16106244;3
2318;768777,183139468;183013,340179615;125452,164378936;349687,738727918;41102,1962823627;38071,6209327633;397476,802997102;770357,964059543;4
2319;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2319;575522,732801911;165620,497200829;94390,6686523512;264143,268410019;31081,7614511689;29645,7292001096;321881,802289092;-381058,147710908;1
2319;659641,143930188;161021,705647031;104214,143710167;286205,25423394;33547,8859609494;32826,5139830888;363869,051689075;-17189,0960218328;2
2319;707932,585945544;159522,586911617;114962,977164495;322483,399655185;36826,5913996974;34698,2069142864;358483,997723497;341294,901701664;3
2319;755856,686801667;149574,000271997;127543,759397135;352102,45668299;40584,5567766137;36217,2274829466;348982,686733979;690277,588435644;4
2320;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2320;567011,505796744;175162,085762408;93321,531639634;263969,846956553;31443,6800465505;29686,943662366;323751,589254047;-379188,360745952;1
2320;620713,621493513;180912,597225078;102441,440139202;292146,852074237;34323,0619543185;32065,0487487436;340649,81580209;-38538,5449438629;2
2320;678247,836592236;173123,399135325;112926,456504202;322646,461321738;38120,7391431877;34054,8494291025;343622,729329332;305084,184385469;3
2320;743210,448782953;173048,915772206;124987,047565905;351372,194807108;42742,7386874305;36650,3745822064;360507,00891251;665591,193297979;4
2321;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2321;587004,02843302;184423,938901969;94007,6499851995;263932,411129779;31027,3425066447;30857,1186933996;351603,445019966;-351336,504980034;1
2321;648574,706941904;184383,655037173;103820,259664315;293025,155835453;34568,4696600334;33318,3344791631;368226,142340113;16889,6373600787;2
2321;716815,158102933;177725,960794804;114688,487196568;323474,206149324;38531,2530745473;35781,6447559095;382065,527721388;398955,165081467;3
2321;801301,573795305;174704,044129654;125448,845630789;356675,912527721;42280,7959513491;39040,2247169984;412559,839098102;811515,004179569;4
2322;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2322;612451,571859985;164875,607666707;93485,4751729267;265991,395482915;30874,6869989028;31093,0871810677;355882,53469088;-347057,41530912;1
2322;654675,875128322;171536,321210504;102728,408099326;293784,252036963;33664,1151388887;33048,487853553;362986,933210095;15929,5179009752;2
2322;736366,229301748;168699,930319821;111212,696876936;319932,852686915;36984,4612891412;36202,6463848628;400733,502383715;416663,02028469;3
2322;801040,322675421;169983,340800972;121720,776087488;356634,845678685;41392,249555963;38840,9465390557;412434,845615201;829097,865899891;4
2323;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2323;599388,403944283;170589,325232521;93948,813904896;265254,839471997;31430,0933649696;30799,1091670721;348544,873267868;-354395,076732132;1
2323;650868,450865959;171744,39110925;104430,560301124;288814,458005498;34584,8651810814;32904,5136790084;361878,444808497;7483,36807636562;2
2323;670508,701610101;176263,899115489;114110,636276466;317288,129430755;38420,5549746103;33870,9040290236;343082,376014735;350565,7440911;3
2323;709795,449106862;180120,201389839;124473,367172451;353461,772828658;42190,7731280855;35596,626019868;334193,111347639;684758,855438739;4
2324;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2324;606381,89179781;175423,049858314;93956,5414606298;265451,901642573;31428,4168485716;31272,197666245;359695,884038105;-343244,065961895;1
2324;668680,851120274;179744,544482657;103674,096478377;291719,456611605;34541,7246748297;33937,0158241173;384553,102014002;41309,0360521071;2
2324;726159,541748928;188849,512100526;113433,043433318;322322,524510394;38861,5110091504;36600,3621539781;403791,612742613;445100,64879472;3
2324;811456,746719772;181392,638637518;124726,02546723;349687,848104272;42996,1548656472;39713,9754142916;435725,381505849;880826,030300569;4
2325;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2325;584820,602744679;173786,153066294;93477,4309155259;264815,681957337;31286,808783994;30344,2702324389;338682,563921677;-364257,386078323;1
2325;656044,264839853;166803,999390318;102099,644836916;294764,21655508;34542,5795162525;32913,9305692068;358527,892752715;-5729,49332560779;2
2325;701276,813575745;164816,157018322;111489,56689444;320336,501926851;38337,3521573075;34643,7188237626;361285,830791705;355556,337466097;3
2325;789236,538320665;161727,077498424;120932,989306541;356409,393735293;42277,6675469309;38038,5446327636;393305,020597561;748861,358063658;4
2326;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2326;583208,920695116;172825,329753275;93454,2275323635;266716,637977188;31291,1986379509;30241,3700179356;334330,816282953;-368609,133717047;1
2326;618587,676005439;175014,30326614;102971,31393904;292419,767003358;34490,3088046651;31744,0791708631;331976,510353653;-36632,6233633942;2
2326;660626,251208718;172805,84565456;114001,071592102;324988,207125061;38121,5840775649;33337,2838745311;322983,950194018;286351,326830624;3
2326;690721,72770306;167382,21386161;127006,817571452;359429,297487282;41558,0939010177;34324,1576625868;295785,574942332;582136,901772956;4
2327;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2327;590550,486099249;169123,275205262;95410,8060042042;264837,252996615;30962,0431362776;30386,9504521804;338076,708715233;-364863,241284767;1
2327;666939,394808582;166487,791494589;105788,461258251;293005,98796519;33602,1312832808;33337,0874521268;367693,518344322;2830,27705955476;2
2327;694009,348494441;167821,686315765;116094,726069713;324606,187919324;36340,6235093978;34473,2413924082;350316,255919363;353146,532978918;3
2327;737606,783158957;166374,300447071;128286,057376902;360075,868042737;39656,4806380933;36159,2433442411;339803,434204055;692949,967182973;4
2328;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2328;582986,099978139;175787,854683438;94656,4487961509;266759,706047258;31145,5271222874;30350,9581864631;335861,314509418;-367078,635490582;1
2328;637825,245518878;188383,693969398;104299,346961757;291049,269187184;34897,4602730259;33048,357579531;362914,505486777;-4164,13000380498;2
2328;701052,542654897;191465,364472361;115370,824377348;324664,009734376;38265,6130915447;35700,7162850903;378516,743638899;374352,613635094;3
2328;746331,087222327;187094,079659384;126262,417760488;355819,659983268;42425,3288266206;37337,0066752684;371580,753636067;745933,367271161;4
2329;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2329;655479,1107841;166813,258943823;94169,8127695497;264818,273418639;30944,2883266772;32891,6947891169;399468,30042394;-303471,64957606;1
2329;742255,800245813;172285,896176209;103608,994880987;292017,635308425;33863,0412719862;36581,6678568809;448470,357103743;144998,707527683;2
2329;800507,524959947;172162,253021169;114000,041451411;323092,461793997;37584,4778884892;38906,7911192446;459086,005727975;604084,713255658;3
2329;892208,02500542;173007,664353212;126847,561797739;353510,609203864;41250,0005969239;42608,6275743453;500998,890185761;1105083,60344142;4
2330;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2330;601257,837814562;178854,446640084;94668,6407278453;268310,617891881;31480,0602953341;31204,4913781859;354448,474161401;-348491,475838599;1
2330;624431,429331497;186927,829116137;103564,614246615;294318,535212109;34076,7489061187;32454,3703379053;346944,989744886;-1546,48609371367;2
2330;688224,161935814;185727,679345745;113895,0539325;323058,335447893;37316,7696507166;34958,0736512624;364723,608599188;363177,122505474;3
2330;717353,348251717;185228,422321881;123673,044784357;353214,236891497;41611,6239590824;36103,2708229439;347979,594115717;711156,716621191;4
2331;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2331;620934,02932075;179917,86582614;93403,0445537278;266179,743196208;31527,2506273286;32034,0758058756;377707,78096375;-325232,16903625;1
2331;682939,007282935;173885,226838464;103236,345914376;287962,454709694;34516,9354700146;34272,9693648559;396835,528662458;71603,3596262083;2
2331;728660,064282992;167939,436886509;113389,150242545;313688,249662815;38220,777646787;35863,9800467801;395437,343570575;467040,703196783;3
2331;781645,019767302;167152,213302301;126015,988725527;341316,938697684;41364,1694498787;37951,8893227841;402148,246873729;869188,950070512;4
2332;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2332;599036,194044674;175260,001925782;93692,2661421472;266511,093491525;31816,0140045381;30971,8478388182;351304,974493427;-351634,975506573;1
2332;645211,661927658;182396,637408121;102220,880119326;293729,087525146;35123,1235638559;33104,3319734312;363430,87615402;11795,9006474466;2
2332;692068,304638207;168695,940812516;112557,049513646;325244,620641627;39146,8215352791;34430,5698180289;349385,183942143;361181,084589589;3
2332;731440,321053867;164611,400802558;121951,908640609;356433,325740392;42762,9995582919;35842,068874257;339061,419042875;700242,503632464;4
2333;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2333;580052,656401545;168538,803917654;93019,867892709;263098,47905897;31244,2104909401;29943,658412768;331285,244463812;-371654,705536188;1
2333;641196,442795961;167549,967210984;102302,699603385;290433,958196301;34423,6500454276;32349,8564002778;349236,245761554;-22418,4597746338;2
2333;719441,565014855;170945,500661491;111957,475619288;320213,557658272;37180,2998603915;35615,4826270539;385420,249911342;363001,790136708;3
2333;805503,029590942;167956,116348451;124012,760312061;352029,541449557;41103,514795631;38938,3658375757;417374,963544568;780376,753681276;4
2334;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2334;611999,201196913;173946,477128591;93346,6525542993;265366,11643952;31556,4137912703;31437,8271330202;364238,668407394;-338701,281592606;1
2334;654114,991158805;174569,946083039;103108,119012195;292442,021492681;34739,2685398129;33147,3974896737;365248,130707481;26546,8491148756;2
2334;734143,637521332;178372,994291044;112756,795458066;321764,402189405;37874,6699230065;36500,6652724951;403620,098969404;430166,94808428;3
2334;792185,959666187;175010,642367225;123800,634755423;352172,328421869;41961,303987398;38687,8640813364;410574,470787385;840741,418871665;4
2335;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2335;579252,90936122;179486,238952193;93439,4503190251;263940,490957585;31404,908699067;30349,5659325365;339604,7324052;-363335,2175948;1
2335;630440,236447376;174758,197690975;101059,791015021;292631,588941534;34482,322077399;32207,9373655341;344816,794738863;-18518,4228559374;2
2335;676245,069755661;175103,105679092;110039,415750418;323033,590184695;37960,8171952102;34053,9270173901;346260,425287039;327742,002431102;3
2335;725610,229854135;178729,890433945;119643,061458908;353604,943967369;42169,8822190156;36173,6048115232;352748,627831265;680490,630262366;4
2336;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2336;602245,133797971;183913,841215666;93713,4059860002;261509,031398537;31350,683860676;31446,3590005455;368139,494767878;-334800,455232122;1
2336;681182,2639168;169000,161062495;102909,852647298;285089,860792715;34036,3914376081;34007,2969991718;394139,023102502;59338,5678703804;2
2336;769700,505186125;174302,326502204;112896,717659779;320351,424161064;37706,7711779929;37760,1132675332;435287,805421961;494626,373292341;3
2336;867588,268816597;180592,988739051;124581,007087583;353135,918788378;41913,975989338;41927,2503022259;486623,105388122;981249,478680464;4
2337;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2337;637053,336837671;177428,091217736;94332,0330213206;265472,026944485;31616,4809755508;32579,2571222163;390481,629991835;-312458,320008165;1
2337;722810,628607546;184013,969209467;104461,791174935;290141,953335308;35229,5801295611;36272,9839126805;440718,289264528;128259,969256363;2
2337;759915,276522226;188656,42861351;114773,197343519;315057,133338826;38627,3140068914;37942,8682054294;442171,192241071;570431,161497434;3
2337;827182,45941109;197084,159339113;126124,763468637;338817,484534285;43517,0473704407;40970,6647500081;474836,658626832;1045267,82012427;4
2338;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
2338;588485,599738575;183344,559014801;94504,3211293295;266785,000368882;31422,4603773667;30873,206350135;348245,170527662;-354694,779472338;1
2338;638521,750551832;177893,328658145;104109,527410036;289802,91904198;34805,8570221841;32656,6031683991;355040,172567379;345,393095040577;2
2338;678353,065394271;181660,461398313;114547,206698862;317265,771647501;38858,1986301642;34400,5410717034;354941,808744354;355287,201839394;3
